FULL NAME,POS,Guard,MPG,Usage Rate,Turnover Rate,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,ORTG,DRTG
Jordan Poole,G,1,22.3,21,11.5,119,0.798,237,0.392,265,0.279,0.406,0.454,8.8,2.1,5,2.4,15.8,0.6,0.18,1.26,91.8,111.4
Norman Powell,G,1,28.4,21.4,10.5,153,0.843,323,0.579,273,0.399,0.588,0.626,16,3.6,6.7,1.8,9.7,1.15,0.4,1.5,115.4,102.2
Chasson Randle,G,1,13.5,7,0,6,0.833,2,0,2,0,0,0.377,1.7,0.7,2.7,1.7,15.5,0.67,0,0,113.2,111
JJ Redick,G,1,26.4,20.4,9.5,185,0.892,234,0.453,397,0.453,0.596,0.644,15.3,2.5,5.1,2,10.8,0.33,0.18,1.25,121.9,112.1
Josh Richardson,G,1,30.8,20.6,12.8,141,0.809,397,0.486,249,0.341,0.496,0.533,13.7,3.2,5.7,2.9,13.9,0.95,0.65,1.89,103.8,106
Austin Rivers,G,1,23.4,15.6,8.3,111,0.703,231,0.498,270,0.356,0.517,0.542,8.8,2.6,5.7,1.7,10,0.72,0.16,0.74,110.2,107.2
Jerome Robinson,G,1,11.3,15,15.3,19,0.579,69,0.391,67,0.284,0.408,0.423,2.9,1.4,6.5,1.1,12.7,0.31,0.19,0.62,87.1,99.9
Jerome Robinson,G,1,24,17.7,10.8,38,0.763,88,0.443,86,0.349,0.483,0.516,9.4,3.3,7.5,2,11.2,0.71,0.43,1.1,102.4,107.9
Justin Robinson,G,1,5.4,12.8,20,0,0,7,0.286,5,0.6,0.542,0.542,1.4,0.6,5.6,0.8,18.9,0,0.11,0.33,104.9,118.5
Rajon Rondo,G,1,20.5,18.7,20.9,41,0.659,202,0.475,125,0.328,0.482,0.496,7.1,3,7.9,5,32.8,0.81,0.04,1.9,102.6,104.6
Derrick Rose,G,1,26,31.6,13.4,139,0.871,606,0.535,147,0.306,0.52,0.555,18.1,2.4,5.3,5.6,40.5,0.8,0.34,2.52,109.6,114
Terry Rozier,G,1,34.4,23.8,12.1,191,0.869,518,0.436,425,0.405,0.513,0.552,18,4.4,7,4.1,20.3,0.95,0.16,2.24,108.5,110.8
Ricky Rubio,G,1,31,20.4,17.9,226,0.863,476,0.439,216,0.361,0.471,0.535,13,4.7,8.4,8.8,39.7,1.45,0.17,2.66,112.4,105.2
D'Angelo Russell,G,1,32.1,32.2,12.6,144,0.785,314,0.487,321,0.374,0.524,0.558,23.6,3.7,6.2,6.2,35.9,0.91,0.27,3.06,106.7,112.3
D'Angelo Russell,G,1,32.6,29.5,16.7,55,0.873,100,0.49,110,0.345,0.505,0.555,21.7,4.6,7.4,6.6,33.1,1.42,0.33,3.92,105.1,110.2
Tomas Satoransky,G,1,28.9,16.7,17.7,121,0.876,352,0.491,199,0.322,0.488,0.533,9.9,3.9,7.5,5.4,27.1,1.23,0.11,2,110.7,108
Dennis Schroder,G,1,30.8,27.2,13.4,236,0.839,640,0.513,325,0.385,0.534,0.575,18.9,3.6,6.5,4,21.9,0.71,0.22,2.55,107.7,105.5
Collin Sexton,G,1,33,27.2,11.6,267,0.846,832,0.5,255,0.38,0.517,0.56,20.8,3.2,5.3,3,15.1,1.02,0.11,2.43,108.5,112.9
Landry Shamet,G,1,27.4,13.4,9,76,0.855,95,0.495,296,0.375,0.546,0.58,9.3,1.9,3.6,1.9,9.1,0.38,0.19,0.79,115.1,104.1
Iman Shumpert,G,1,18.5,13.4,13,7,0.571,31,0.419,33,0.242,0.391,0.403,4.2,2.6,7.3,0.9,6.7,0.92,0.15,0.77,84.9,103.4
Anfernee Simons,G,1,20.7,18.7,9.6,92,0.826,311,0.447,226,0.332,0.468,0.501,8.3,2.2,5.5,1.4,9.2,0.37,0.14,0.87,101.6,111.2
Marcus Smart,G,1,32,18.9,12.2,152,0.836,287,0.415,395,0.347,0.476,0.518,12.9,3.8,6.3,4.9,21.1,1.67,0.48,1.73,109.4,102.6
Dennis Smith Jr.,G,1,15.8,23.1,19.8,53,0.509,157,0.357,54,0.296,0.379,0.399,5.5,2.3,7.7,2.9,26.3,0.82,0.24,1.71,84.2,103.1
Ish Smith,G,1,26.3,19.1,11.6,86,0.721,520,0.473,169,0.367,0.492,0.509,10.9,3.2,6.7,4.9,27.1,0.88,0.44,1.4,107.8,113.9
JR Smith,G,1,13.2,14.4,14.9,2,1,11,0.545,11,0.091,0.341,0.372,2.8,0.8,3.5,0.5,4.8,0.17,0,0.67,71.7,107.3
Zhaire Smith,G,1,4.6,19.7,13.6,4,0.5,8,0.375,3,0,0.273,0.313,1.1,0.3,3.4,0.3,8.2,0.43,0,0.29,64.7,97.5
Tony Snell,G,1,27.8,11.4,7.3,32,1,128,0.531,254,0.402,0.579,0.598,8,1.9,3.8,2.2,10.9,0.54,0.25,0.53,121.8,112.4
Edmond Sumner,G,1,14.4,17.3,11.9,29,0.552,89,0.528,53,0.264,0.479,0.491,4.9,1.5,5.5,1.8,16.7,0.48,0.29,0.68,101,103.3
Jeff Teague,G,1,27.8,20.2,16.4,144,0.868,238,0.471,87,0.379,0.497,0.577,13.2,2.6,4.9,6.1,32.5,0.74,0.38,2.24,116.1,110.8
Jeff Teague,G,1,20.8,18.3,17.5,53,0.887,135,0.43,30,0.333,0.442,0.512,7.7,2.2,5.6,4,27.3,0.76,0.24,1.6,105.4,113.4
Isaiah Thomas,G,1,23.1,24.1,14.2,76,0.816,237,0.405,189,0.413,0.5,0.531,12.2,1.7,4,3.7,23.5,0.33,0.15,1.9,102.8,113.7
Khyri Thomas,G,1,7.7,15.5,13.8,4,0.5,3,0,14,0.357,0.441,0.453,2.1,0.1,0.9,0.4,6.7,0.38,0,0.38,88,103
Matt Thomas,G,1,10.7,16.6,9.3,12,0.75,51,0.51,99,0.475,0.643,0.65,4.9,1.5,7.3,0.5,7.5,0.24,0.02,0.39,118.6,101.6
Sindarius Thornwell,G,1,17.8,17,13.6,4,0.5,7,0.571,4,0.5,0.636,0.627,8,2,6,2,15.9,0.5,0.5,1,115.2,111
Allonzo Trier,G,1,12.1,21.6,15.5,43,0.791,53,0.604,53,0.358,0.571,0.62,6.5,1.3,5.5,1.2,14.8,0.13,0.17,0.96,113.9,108.9
Rayjon Tucker,G,1,8.5,16.5,13.1,23,0.826,26,0.654,17,0.176,0.5,0.584,3.3,1.1,6.8,0.3,4.4,0.05,0.05,0.42,109,108.4
Denzel Valentine,G,1,13.6,23.3,9.8,8,0.75,100,0.51,137,0.336,0.506,0.511,6.8,2.1,8.4,1.2,14.2,0.72,0.17,0.72,100.3,102.5
Fred VanVleet,G,1,35.7,21.7,12.2,198,0.848,399,0.434,374,0.39,0.507,0.553,17.6,3.8,5.6,6.6,27.7,1.8,0.31,2.2,112.9,102.6
Gabe Vincent,G,1,9.2,20.2,2.6,0,0,10,0.2,27,0.222,0.297,0.297,2.4,0.6,3.4,0.7,10.1,0.56,0,0.11,69.6,105.4
Dion Waiters,G,1,14,30.8,10.2,1,0,9,0.222,17,0.471,0.538,0.53,9.3,3.7,14.6,1,12.4,0,0.67,1,93.2,98.8
Dion Waiters,G,1,23.6,23.7,14,16,0.875,43,0.558,30,0.233,0.473,0.518,11.9,1.9,4.3,2.4,14.9,0.57,0.57,1.86,99.3,102.9
Kemba Walker,G,1,31.1,27.2,10.5,242,0.864,416,0.476,473,0.381,0.526,0.575,20.4,3.9,6.7,4.8,24.2,0.86,0.5,2.09,115.8,107.4
Tyrone Wallace,G,1,11.5,15.9,16.3,17,0.647,29,0.448,15,0.067,0.33,0.389,2.9,1.6,7.4,0.9,10.8,0.5,0.07,0.71,80,106.6
Derrick Walton Jr.,G,1,9.6,8.3,9.1,9,0.778,15,0.533,21,0.429,0.597,0.626,2.2,0.7,3.5,1,12.7,0.17,0,0.17,132.3,105.3
Derrick Walton Jr.,G,1,8.8,6.6,25,0,0,0,0,3,0.333,0.5,0.5,1,0.3,2.1,1.7,24.4,1,0,0.33,117.5,105.8
Brad Wanamaker,G,1,19.3,15.5,15.3,136,0.926,260,0.481,102,0.363,0.499,0.577,6.9,2,5.6,2.5,17.8,0.85,0.21,1.07,115.2,101.9
Tremont Waters,G,1,10.8,24.3,22.2,8,1,25,0.4,24,0.167,0.327,0.381,3.6,1.1,5.4,1.5,18.4,0.91,0.18,1.36,73.4,97.6
Paul Watson,G,1,8.8,16.6,0,0,0,4,0,3,0,0,0,0,1,6.2,1.5,20.5,0.5,0,0,27.4,112.6
Paul Watson,G,1,8.7,15.9,11.6,9,0.778,10,0.6,9,0.444,0.632,0.675,3.9,1.9,11.4,0.6,10.4,0.38,0.13,0.38,127,101.4
Quinndary Weatherspoon,G,1,7.1,12.7,21.9,2,0.5,12,0.333,5,0.2,0.324,0.336,1.1,0.6,4.9,1,17.6,0.27,0.09,0.45,77.1,106.9
Russell Westbrook,G,1,36,34.4,15,380,0.763,1068,0.514,213,0.258,0.493,0.536,27.2,7.9,11.5,7,35.6,1.65,0.35,4.47,105.6,102.4
Coby White,G,1,25.8,24.4,11.4,129,0.791,416,0.43,376,0.354,0.478,0.506,13.2,3.6,7.6,2.7,16.6,0.75,0.09,1.68,100.2,108.3
Derrick White,G,1,24.7,18.9,12.1,211,0.853,336,0.518,216,0.366,0.53,0.593,11.3,3.3,7.1,3.5,20,0.66,0.85,1.31,118,108.1
Nigel Williams-Goss,G,1,5,17.4,15.1,2,1,9,0.333,7,0.286,0.375,0.415,1.4,0.6,6.6,0.6,16.5,0.3,0.1,0.3,92.2,99.3
Lou Williams,G,1,28.7,28.4,14.4,339,0.861,621,0.451,315,0.352,0.477,0.546,18.2,3.1,5.6,5.6,30.1,0.66,0.18,2.8,108.8,108.6
Delon Wright,G,1,21.5,14.4,13.8,100,0.77,284,0.504,128,0.367,0.518,0.553,6.9,3.8,9.4,3.3,21.1,1.15,0.3,1,119,107.1
Justin Wright-Foreman,G,1,11.3,23.9,12.1,4,0.75,10,0.5,10,0.2,0.4,0.437,4.8,1.3,6.1,1.8,22.9,0.5,0,0.75,92.8,100.6
Trae Young,G,1,35.3,34.9,16.2,559,0.86,681,0.501,568,0.361,0.519,0.595,29.6,4.2,6.4,9.3,45.6,1.08,0.13,4.8,113.9,115.2
Dwayne Bacon,G-F,0,17.6,19.5,12.2,53,0.66,177,0.373,67,0.284,0.387,0.419,5.7,2.6,8,1.3,11.7,0.59,0.05,0.95,86.5,107.9
Nicolas Batum,G-F,0,23,9.4,20.5,10,0.9,32,0.438,49,0.286,0.432,0.463,3.6,4.5,10.7,3,18,0.77,0.36,1,106,106.6
Kent Bazemore,G-F,0,25.8,15.9,14.4,72,0.806,155,0.368,171,0.327,0.433,0.475,7.9,4,8.1,1.4,7.1,1.05,0.72,1.4,91.9,106.4
Kent Bazemore,G-F,0,23.1,20.4,11.4,75,0.733,135,0.437,73,0.384,0.486,0.533,10.3,4.9,11.9,1.3,8,1.16,0.36,1.24,102.9,99.2
DeAndre' Bembry,G-F,0,21.3,14,19.4,48,0.542,163,0.546,65,0.231,0.489,0.5,5.8,3.5,8.9,1.9,12.2,1.28,0.44,1.4,94.9,108.2
Corey Brewer,G-F,0,6.5,9.7,27.3,3,0.333,3,0.667,1,0,0.5,0.47,1,1.6,13.8,0.4,7.8,0.8,0,0.4,90.7,84.8
Ryan Broekhoff,G-F,0,10.6,16.2,8.8,8,0.875,8,0.25,51,0.392,0.542,0.568,4.2,2.5,12.5,0.6,8.3,0.29,0.24,0.35,113.7,104
Dillon Brooks,G-F,0,28.9,25.2,9.7,203,0.808,655,0.44,412,0.357,0.477,0.511,16.2,3.3,6.1,2.1,10.5,0.86,0.37,1.7,100.2,102.5
Troy Brown Jr.,G-F,0,25.8,17.8,10.4,139,0.784,443,0.479,179,0.341,0.488,0.524,10.4,5.6,11.7,2.6,14.1,1.22,0.1,1.14,108.2,109.7
Bruce Brown,G-F,0,28.2,16,16.8,119,0.739,351,0.47,96,0.344,0.48,0.518,8.9,4.7,9.5,4,20.4,1.09,0.5,1.74,106.2,105.2
Sterling Brown,G-F,0,14.7,17,13.3,40,0.8,120,0.425,136,0.324,0.457,0.486,5.1,3.5,11.8,1,8.6,0.56,0.13,0.81,96.3,97.5
Reggie Bullock,G-F,0,23.6,15.6,7.5,21,0.81,113,0.469,111,0.333,0.484,0.502,8.1,2.3,5.3,1.4,8.8,0.86,0.1,0.66,104.8,109.3
Deonte Burton,G-F,0,9.1,18.5,12.7,14,0.571,72,0.458,53,0.189,0.384,0.396,2.7,1.5,8.8,0.4,6.8,0.15,0.26,0.49,78.1,102.6
Vince Carter,G-F,0,14.6,16.6,9.4,29,0.793,102,0.451,202,0.302,0.452,0.47,5,2.1,7.6,0.8,7.7,0.38,0.42,0.55,94.6,109.2
Amir Coffey,G-F,0,8.8,17.6,12,11,0.545,35,0.486,19,0.316,0.481,0.493,3.2,0.9,5.2,0.8,12.3,0.28,0.11,0.44,99.3,99.8
Allen Crabbe,G-F,0,18.6,12.8,7.5,12,0.75,50,0.44,93,0.323,0.469,0.482,5.1,2.3,6.6,1,7.3,0.54,0.14,0.43,100.3,113.2
Allen Crabbe,G-F,0,14.6,12.5,12.5,2,0.5,8,0.625,26,0.231,0.412,0.416,3.2,1.3,4.8,0.6,5.1,0,0,0.56,81.1,111.2
Jarrett Culver,G-F,0,23.9,19.2,11.7,117,0.462,348,0.471,221,0.299,0.462,0.467,9.2,3.4,7.5,1.7,10.8,0.89,0.62,1.3,94.5,108.7
Luka Doncic,G-F,0,33.6,36.8,14.8,562,0.758,713,0.575,541,0.316,0.531,0.586,28.8,9.4,14.7,8.8,45.7,0.98,0.23,4.28,115.6,104
PJ Dozier,G-F,0,14.2,20.8,13.7,29,0.724,108,0.444,49,0.347,0.468,0.495,5.8,1.9,7.5,2.2,21.7,0.48,0.21,0.93,101.9,103.7
Jacob Evans,G-F,0,15.3,17.6,14.6,29,0.862,95,0.337,38,0.342,0.387,0.439,4.7,1.5,5.4,1.1,10.9,0.41,0.44,0.93,86.8,108.9
Jacob Evans,G-F,0,2.2,9.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Evan Fournier,G-F,0,31.4,24,10.8,220,0.818,496,0.526,434,0.399,0.56,0.595,18.5,2.6,4.4,3.2,16.6,1.08,0.23,1.88,112.2,106.3
Melvin Frazier Jr.,G-F,0,6.6,14,12.3,4,0.5,18,0.389,16,0.5,0.559,0.559,2.1,0.5,4.3,0.2,3.4,0.47,0.11,0.26,99.8,103.1
Shai Gilgeous-Alexander,G-F,0,34.7,23.6,10.3,357,0.807,762,0.513,251,0.347,0.515,0.569,19,5.9,9.4,3.3,15.2,1.13,0.67,1.93,111.3,106.4
Treveon Graham,G-F,0,20.1,13.1,9,37,0.73,93,0.452,83,0.241,0.409,0.445,5.2,3.1,8,0.9,6.1,0.52,0.06,0.58,96.6,107.4
Treveon Graham,G-F,0,12.1,13.3,11.7,19,0.474,30,0.4,37,0.351,0.47,0.478,3.3,2.3,10.1,0.7,7.6,0.32,0.18,0.45,103.2,106.2
Javonte Green,G-F,0,9.7,15.3,13.7,42,0.667,93,0.581,33,0.273,0.536,0.564,3.4,1.9,10.6,0.5,7.7,0.5,0.17,0.48,109.6,100.2
Joe Harris,G-F,0,30.8,18.3,11.3,89,0.719,378,0.553,406,0.424,0.596,0.606,14.5,4.3,7.3,2.1,10.4,0.59,0.25,1.52,113.1,106.4
Rodney Hood,G-F,0,29.5,13.9,9.4,27,0.778,101,0.515,71,0.493,0.608,0.625,11,3.4,6.1,1.5,7,0.81,0.19,0.9,120.7,112.4
Kevin Huerter,G-F,0,31.4,17.1,12,64,0.828,276,0.453,334,0.38,0.517,0.536,12.2,4.1,7,3.8,17.5,0.91,0.48,1.55,107.4,112
Andre Iguodala,G-F,0,19.9,12.8,22.2,15,0.4,41,0.585,47,0.298,0.511,0.507,4.6,3.7,10.4,2.4,16.9,0.67,1,1.29,100.3,103.6
Josh Jackson,G-F,0,17.3,22.8,13.4,50,0.7,87,0.54,72,0.319,0.513,0.547,9,3,9.1,1.6,13.1,0.82,0.41,1.27,103,102.6
Justin James,G-F,0,6.6,18.7,7,21,0.476,55,0.473,29,0.31,0.47,0.477,2.5,0.9,7.7,0.5,11.2,0.17,0.26,0.2,100.6,109.3
DaQuan Jeffries,G-F,0,10.9,13.7,4.5,6,0.833,22,0.682,18,0.278,0.563,0.586,3.8,1.4,7.2,0.5,7.1,0.31,0.08,0.15,120.8,102.4
Ty Jerome,G-F,0,10.6,17.9,13,16,0.75,63,0.381,50,0.28,0.398,0.425,3.3,1.5,7.8,1.4,18.2,0.48,0.1,0.58,91.7,104.9
Furkan Korkmaz,G-F,0,21.7,18.4,8.8,102,0.755,208,0.476,356,0.402,0.556,0.578,9.8,2.3,5.9,1.1,7.3,0.57,0.22,0.82,110.3,107.8
Kyle Korver,G-F,0,16.6,15.5,13.6,41,0.854,56,0.482,237,0.418,0.599,0.62,6.7,2.1,6.3,1.2,9.2,0.43,0.21,0.84,112.2,99.2
Jeremy Lamb,G-F,0,28.1,19.6,8.7,110,0.836,321,0.508,158,0.335,0.506,0.547,12.5,4.3,8.4,2.1,10.5,1.17,0.48,1.09,107.7,103
Romeo Langford,G-F,0,11.6,11.8,10.8,25,0.72,53,0.434,27,0.185,0.381,0.434,2.5,1.3,5.9,0.4,4.5,0.22,0.25,0.34,94.5,104.8
Zach LaVine,G-F,0,34.8,31.7,13.3,334,0.802,716,0.496,484,0.38,0.526,0.568,25.5,4.8,7.7,4.2,21.7,1.45,0.47,3.43,106.9,108.4
Damion Lee,G-F,0,29,19,10.6,126,0.873,272,0.471,239,0.356,0.5,0.548,12.7,4.9,9.1,2.7,14.4,1.02,0.12,1.37,108,108.4
Timothe Luwawu-Cabarrot,G-F,0,18.1,16.8,10.8,81,0.852,109,0.505,160,0.388,0.55,0.599,7.8,2.7,7.7,0.6,4.9,0.38,0.13,0.79,113.4,100.9
Terance Mann,G-F,0,8.8,12.6,16.5,27,0.667,59,0.508,20,0.35,0.513,0.545,2.4,1.3,7.9,1.3,19.3,0.27,0.12,0.44,113.3,98.3
Malcolm Miller,G-F,0,5.8,9.6,11,8,0.375,7,0.571,22,0.364,0.552,0.538,1.3,0.6,5.2,0.4,8.9,0.18,0.07,0.14,108.3,99.3
Shake Milton,G-F,0,20.1,18.8,13.3,65,0.785,142,0.535,135,0.43,0.588,0.617,9.4,2.2,6,2.6,18.8,0.48,0.18,1.18,117.6,102.5
Dzanan Musa,G-F,0,12.2,20.1,15.4,60,0.75,94,0.479,78,0.244,0.427,0.484,4.8,2.2,9.1,1.1,12.6,0.38,0.03,0.9,95.8,106.5
Svi Mykhailiuk,G-F,0,22.6,17.1,12.3,70,0.814,120,0.425,285,0.404,0.552,0.578,9,1.9,4.7,1.9,12.3,0.73,0.07,1.09,110.3,110.6
Zach Norvell Jr.,G-F,0,2.5,8.6,0,0,0,1,0,0,0,0,0,0,0.5,11.2,0,0,0,0,0,,
Zach Norvell Jr.,G-F,0,12,17.1,20.8,1,1,3,0,8,0.375,0.409,0.437,3.3,1.7,7.5,1,11.7,0.67,0,1,78.3,104.2
David Nwaba,G-F,0,13.4,14.2,8.8,27,0.667,43,0.581,28,0.429,0.606,0.627,5.2,2.3,8.7,0.4,4.3,0.55,0.6,0.4,119.6,99.5
Miye Oni,G-F,0,10.9,15.3,10.5,5,0.8,13,0.385,19,0.368,0.484,0.512,3.5,1.7,8.6,0.4,5.1,0.4,0.2,0.4,103.6,104.1
Theo Pinson,G-F,0,11.1,22.3,16.9,16,0.938,75,0.4,80,0.188,0.339,0.37,3.6,1.6,7.6,1.7,21.6,0.52,0.12,1,80.4,102.2
Kevin Porter Jr.,G-F,0,23.2,20.6,16.7,101,0.723,263,0.506,158,0.335,0.505,0.535,10,3.2,7.7,2.2,13.9,0.92,0.28,1.86,99.6,105.5
Josh Reaves,G-F,0,7.1,14.9,0,2,1,7,0.429,2,0,0.333,0.405,2,0.8,5.6,0.8,14.1,0,0,0,106.5,99.6
Andre Roberson,G-F,0,12.4,16.1,6.3,2,0.5,15,0.333,14,0.214,0.328,0.335,2.9,3.9,17.1,0.6,6.3,0.14,0.43,0.29,84.1,94.7
Terrence Ross,G-F,0,27.4,22.8,7,184,0.853,342,0.48,504,0.351,0.508,0.548,14.7,3.2,6.3,1.2,6.8,1.12,0.35,1.01,106.4,107.1
Admiral Schofield,G-F,0,11.2,11.8,6.7,15,0.667,31,0.516,60,0.317,0.489,0.507,3,1.4,7,0.5,5.3,0.24,0.12,0.21,104.5,106.4
Marial Shayok,G-F,0,7,25.9,17.9,4,0.75,6,0.167,6,0.333,0.333,0.4,2.8,1.8,13.9,0.3,4.8,0,0.25,0.75,75,97.8
Max Strus,G-F,0,3.1,23.6,0,1,1,2,1,1,0,0.667,0.727,2.5,0.5,8.9,0,0,0,0,0,,
Garrett Temple,G-F,0,27.9,16.6,9,87,0.805,201,0.473,386,0.329,0.486,0.513,10.3,3.5,6.5,2.5,12.8,0.79,0.47,1,105.8,107.2
Matisse Thybulle,G-F,0,19.8,11.2,15.3,41,0.61,108,0.519,157,0.357,0.528,0.539,4.7,1.6,4.6,1.2,8,1.43,0.72,0.78,104.7,100.7
Gary Trent Jr.,G-F,0,21.8,15.3,4.4,45,0.822,173,0.486,268,0.418,0.571,0.587,8.9,1.6,3.9,1,6.3,0.79,0.26,0.34,120.7,114
Evan Turner,G-F,0,13.2,16.4,26.2,14,0.857,62,0.403,5,0,0.373,0.424,3.3,2,8.1,2,20.5,0.47,0.42,1.37,83.7,111.2
Lonnie Walker IV,G-F,0,16.2,18.8,10.5,62,0.726,257,0.432,101,0.406,0.482,0.506,6.4,2.3,7.6,1.1,9.6,0.52,0.23,0.74,99.3,108.9
Yuta Watanabe,G-F,0,5.8,15.7,5.1,8,0.375,26,0.462,8,0.375,0.485,0.48,2,1.1,10,0.3,6.4,0.22,0.06,0.11,104.4,105.8
Kenrich Williams,G-F,0,21.3,8.9,12.2,26,0.346,50,0.52,97,0.258,0.432,0.429,3.5,4.8,11.9,1.5,8.4,0.69,0.54,0.56,102.2,104.2
Justise Winslow,G-F,0,32,20.6,14.6,27,0.667,102,0.431,27,0.222,0.411,0.44,11.3,6.6,11.6,4,18.7,0.73,0.45,2.18,92.9,101.2
